CI ID,Name,Alias,Approval group,Managed by,Support group,Manufacturer/Vendor,Short Description,Assigned to,Business criticality,Class,Comments,Consumer type,Created by,Domain,Managed By Group,Parent,Problem Manager Group,Problem Owner Group,Product Owner Executive,Product Owner,Revenue Impact,Service Executive ,Service Owner,Service Team,Supported by,Updated by,Text,n_tokens,index
BSN0001903,Agilysys Golf,,Global-Spa-Golf-Fitness-Products-APPRV,NEIL SMITH,Global-Spa-Golf-Fitness-Products-Support,,"Golf & Resort Membership Administration, Tee-Sheet Reservations & Point of Sale System",,Tier 3,Business Service,,Internal,ijess202,global,,,,,,,,NEIL SMITH,NEIL SMITH,,,mjcar171,"CI ID: BSN0001903; Name: Agilysys Golf; Alias: ; Approval group: Global-Spa-Golf-Fitness-Products-APPRV; Managed by: NEIL SMITH; Support group: Global-Spa-Golf-Fitness-Products-Support; Manufacturer/Vendor: ; Short Description: Golf & Resort Membership Administration, Tee-Sheet Reservations & Point of Sale System; Assigned to: ; Business criticality: Tier 3; Class: Business Service; Comments: ; Consumer type: Internal; Created by: ijess202; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : NEIL SMITH; Service Owner: NEIL SMITH; Service Team: ; Supported by: ; Updated by: mjcar171",182,56
BSN0002851,Agilysys Stay PMS,PMS,Agilysys-Stay-PMS-APPRV-US-CAN,Ashok Komaragiri,agilysys-stay-pms-Dev-US-CAN,,"Core product of Agilisys

Service Map Status = NA",,Tier 1,Business Service,,Internal,pgarg688,global,agilysys-stay-pms-Dev-US-CAN,,ProblemManager_APS-PROB,Agilysys-Stay-PMS-PROB,,,Revenue Generating,Syed Asad,Shankar Jayaraman,Application Production Support,Robert Campbell,rcamp253,"CI ID: BSN0002851; Name: Agilysys Stay PMS; Alias: PMS; Approval group: Agilysys-Stay-PMS-APPRV-US-CAN; Managed by: Ashok Komaragiri; Support group: agilysys-stay-pms-Dev-US-CAN; Manufacturer/Vendor: ; Short Description: Core product of Agilisys

Service Map Status = NA; Assigned to: ; Business criticality: Tier 1; Class: Business Service; Comments: ; Consumer type: Internal; Created by: pgarg688; Domain: global; Managed By Group: agilysys-stay-pms-Dev-US-CAN; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Agilysys-Stay-PMS-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Syed Asad; Service Owner: Shankar Jayaraman; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: rcamp253",228,57
BSN0002411,Agilysys Stay PMS - Non-Prod,,Agilysys-Stay-PMS-APPRV-US-CAN,Shankar Jayaraman,agilysys-stay-pms-Dev-US-CAN,,Service Map Status = NA,,Tier 5,Business Service,,Internal,pgarg688,global,agilysys-stay-pms-Dev-US-CAN,,ProblemManager_APS-PROB,Agilysys-Stay-PMS-PROB,,,,Shankar Jayaraman,Shankar Jayaraman,Application Production Support,,rcamp253,CI ID: BSN0002411; Name: Agilysys Stay PMS - Non-Prod; Alias: ; Approval group: Agilysys-Stay-PMS-APPRV-US-CAN; Managed by: Shankar Jayaraman; Support group: agilysys-stay-pms-Dev-US-CAN; Manufacturer/Vendor: ; Short Description: Service Map Status = NA; Assigned to: ; Business criticality: Tier 5; Class: Business Service; Comments: ; Consumer type: Internal; Created by: pgarg688; Domain: global; Managed By Group: agilysys-stay-pms-Dev-US-CAN; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Agilysys-Stay-PMS-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Shankar Jayaraman; Service Owner: Shankar Jayaraman; Service Team: Application Production Support; Supported by: ; Updated by: rcamp253,218,58
CI000927153,AHS DBA Services,,AHSDBA-APPRV,Remelyn Labao,AHSDBA-Support,Accenture,AHS DB is created so we can facilitate the approvals for  AHS DBA for Change Management. This service can be choose as one of the configuration items whenever DBA involvement is necessary for change so DBA can approve the change in system.,,3 - less critical,Business Service,,,rthom260,global,,,,,,,,Sanchita Sarkar,Anne Jachimowski,Corporate Systems,,jsamd056,CI ID: CI000927153; Name: AHS DBA Services; Alias: ; Approval group: AHSDBA-APPRV; Managed by: Remelyn Labao; Support group: AHSDBA-Support; Manufacturer/Vendor: Accenture; Short Description: AHS DB is created so we can facilitate the approvals for  AHS DBA for Change Management. This servic; Assigned to: ; Business criticality: 3 - less critical; Class: Business Service; Comments: ; Consumer type: ; Created by: rthom260; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Sanchita Sarkar; Service Owner: Anne Jachimowski; Service Team: Corporate Systems; Supported by: ; Updated by: jsamd056,186,59
BSN0002251,AHS SFTP Non-Prod Service,,AHSTECH-APPRV,Brian Porillo,AHSTECH-Support,,Non-Prod Accenture server utilized for hosting various applications and performing file transfers from MI SFTP to Accenture Hosted Marriott Applications,,Tier 3,Business Service,,Internal,cejoh714,global,,,,,,,,Anne Jachimowski,Anne Jachimowski,Corporate Systems,,cejoh714,CI ID: BSN0002251; Name: AHS SFTP Non-Prod Service; Alias: ; Approval group: AHSTECH-APPRV; Managed by: Brian Porillo; Support group: AHSTECH-Support; Manufacturer/Vendor: ; Short Description: Non-Prod Accenture server utilized for hosting various applications and performing file transfers fr; Assigned to: ; Business criticality: Tier 3; Class: Business Service; Comments: ; Consumer type: Internal; Created by: cejoh714; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Anne Jachimowski; Service Owner: Anne Jachimowski; Service Team: Corporate Systems; Supported by: ; Updated by: cejoh714,178,60
CI000876715,AHS Tech Services,,AHSTECH-APPRV,Brian Porillo,AHSTECH-Support,Accenture,"Applications covered by this business service:

AP - PeopleSoft Enterprise AP
Asset Management - AM
BAR - Peoplesoft Billing & Accounts Receivable
BottomLine WebSeries
Concur Expense
DRM - Hyperion Data Relationship Management
EAS - Hyperion Admin Services
eFolio
EPM
Essbase
FDM - Hyperion Financial Data Quality Management
HFM - Hyperion Financial Management
Hyperion Shared Services
Hyperion Workspace
MGL - PeopleSoft General Ledger
MOSAIC
OBIEE - Oracle Business Intelligence Enterprise Edition
OFB
Onbase - Xerox Hyland AP Images
PeopleSoft ReMAP
Project Costing (PC)
PSBF
SmartView - Hyperion
",,3 - less critical,Business Service,,,jbhow340,global,,,,,,,,Sanchita Sarkar,Anne Jachimowski,Corporate Systems,,jsamd056,"CI ID: CI000876715; Name: AHS Tech Services; Alias: ; Approval group: AHSTECH-APPRV; Managed by: Brian Porillo; Support group: AHSTECH-Support; Manufacturer/Vendor: Accenture; Short Description: Applications covered by this business service:

AP - PeopleSoft Enterprise AP
Asset Management - AM
; Assigned to: ; Business criticality: 3 - less critical; Class: Business Service; Comments: ; Consumer type: ; Created by: jbhow340; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Sanchita Sarkar; Service Owner: Anne Jachimowski; Service Team: Corporate Systems; Supported by: ; Updated by: jsamd056",177,61
CI004838239,AHS Tech Services - Dev/Test,,AHSTECH-APPRV,Brian Porillo,AHSTECHCM-Support,Accenture,AHS Tech Services - Dev/Test CI for Non-Prod Patching Activities/Configuration Updates,,2 - somewhat critical,Business Service,Updated attributes as per RITM002174414,,ezhai301,global,,,,,,,,Naveen Manga,Divya Shahani,Corporate Systems,,cspha088,CI ID: CI004838239; Name: AHS Tech Services - Dev/Test; Alias: ; Approval group: AHSTECH-APPRV; Managed by: Brian Porillo; Support group: AHSTECHCM-Support; Manufacturer/Vendor: Accenture; Short Description: AHS Tech Services - Dev/Test CI for Non-Prod Patching Activities/Configuration Updates; Assigned to: ; Business criticality: 2 - somewhat critical; Class: Business Service; Comments: Updated attributes as per RITM002174414; Consumer type: ; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Naveen Manga; Service Owner: Divya Shahani; Service Team: Corporate Systems; Supported by: ; Updated by: cspha088,189,62
CI000009754,AHS Terminal Servers,,AHSTSS-APPRV,Anne Jachimowski,AHSTSS-Support,Accenture,Terminal servers used by Accenture Hospitality Associates,,2 - somewhat critical,Business Service,Updated attributes as per RITM002174414,,rthomas@runbox.com,global,,,,FinanceSystems-PROB,,,,Naveen Manga,Divya Shahani,Corporate Systems,,cspha088,CI ID: CI000009754; Name: AHS Terminal Servers; Alias: ; Approval group: AHSTSS-APPRV; Managed by: Anne Jachimowski; Support group: AHSTSS-Support; Manufacturer/Vendor: Accenture; Short Description: Terminal servers used by Accenture Hospitality Associates; Assigned to: ; Business criticality: 2 - somewhat critical; Class: Business Service; Comments: Updated attributes as per RITM002174414; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: FinanceSystems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Naveen Manga; Service Owner: Divya Shahani; Service Team: Corporate Systems; Supported by: ; Updated by: cspha088,185,63
CI000009755,AHS Terminal Servers - Test,,AHSTSS-APPRV,Anne Jachimowski,AHSTSS-Support,Accenture,Terminal servers used by Accenture Hospitality Associates,,4 - not critical,Business Service,Updated attributes as per RITM002174414,,rthomas@runbox.com,global,,,,FinanceSystems-PROB,,,,Naveen Manga,Divya Shahani,Corporate Systems,,cspha088,CI ID: CI000009755; Name: AHS Terminal Servers - Test; Alias: ; Approval group: AHSTSS-APPRV; Managed by: Anne Jachimowski; Support group: AHSTSS-Support; Manufacturer/Vendor: Accenture; Short Description: Terminal servers used by Accenture Hospitality Associates; Assigned to: ; Business criticality: 4 - not critical; Class: Business Service; Comments: Updated attributes as per RITM002174414; Consumer type: ; Created by: rthomas@runbox.com; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: FinanceSystems-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Naveen Manga; Service Owner: Divya Shahani; Service Team: Corporate Systems; Supported by: ; Updated by: cspha088,187,64
BSN0001739,AHS-UiPath-Dev,,AHS-Uipath-APPRV-US-CAN,Digvijay Singh,AHS-UiPath-Dev-Support-Dev-US-CAN,,,,Tier 2,Business Service,,Internal,ijess202,global,,,,,,,,,Kelli Johnson,,,admin,CI ID: BSN0001739; Name: AHS-UiPath-Dev; Alias: ; Approval group: AHS-Uipath-APPRV-US-CAN; Managed by: Digvijay Singh; Support group: AHS-UiPath-Dev-Support-Dev-US-CAN; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 2; Class: Business Service; Comments: ; Consumer type: Internal; Created by: ijess202; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : ; Service Owner: Kelli Johnson; Service Team: ; Supported by: ; Updated by: admin,164,65
BSN0001883,AHS-UiPath-Prod,,AHS-Uipath-APPRV-US-CAN,Digvijay Singh,AHS-UiPath-Prod-Support-Support-US-CAN,,,,Tier 3,Business Service,CI updated as per: RITM002450769,Internal,ijess202,global,,,,,,,,Kelli Johnson,Kelli Johnson,,,admin,CI ID: BSN0001883; Name: AHS-UiPath-Prod; Alias: ; Approval group: AHS-Uipath-APPRV-US-CAN; Managed by: Digvijay Singh; Support group: AHS-UiPath-Prod-Support-Support-US-CAN; Manufacturer/Vendor: ; Short Description: ; Assigned to: ; Business criticality: Tier 3; Class: Business Service; Comments: CI updated as per: RITM002450769; Consumer type: Internal; Created by: ijess202; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Kelli Johnson; Service Owner: Kelli Johnson; Service Team: ; Supported by: ; Updated by: admin,178,66
CI057876424,Airlines Reporting Corporation,ARC 3rd Party,Incident-Mgmt-Consumer-Analytics-L2-APPRV,Sara Twigg,CTAC-Support,,"3rd party service of CTAC
Airlines Reporting Corporation-ARC(Airlines Reporting Corporation) is one of the accreditations for travel agents. Travel agents should be registered in any of the accreditation company(ARC/IATA/CLIA) to consider them as valid travel agents. ARC sends their agent details every week to CTAC to have the latest information about travel agents. It is a Third-party vendor which supports CTAC for travel agent commission payments. Refer CTAC for more info.
Business Domain = Sales & Revenue Management
Read more about CTAC
https://confluence.marriott.com/pages/viewpage.action?pageId=170365753

================================================================
EAA Master ID = 222
Original 70 = No
Original 70 ID = 10
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Sales & Revenue Management
APS-Config-TM = Indira Sivarchaka
B2B Status = Complete
Simple Dependency Status = NA
Service Map Status = NA
Validated=NA
VBy = NA
",,4 - not critical,Business Service,Details updated as per RITM004282655,,hmcon148,global,,,ProblemManager_APS-PROB,,,,Revenue Generating,Grace Chorey,Grace Chorey,Application Production Support,INDIRA SIVARCHAKA,pgarg688,"CI ID: CI057876424; Name: Airlines Reporting Corporation; Alias: ARC 3rd Party; Approval group: Incident-Mgmt-Consumer-Analytics-L2-APPRV; Managed by: Sara Twigg; Support group: CTAC-Support; Manufacturer/Vendor: ; Short Description: 3rd party service of CTAC
Airlines Reporting Corporation-ARC(Airlines Reporting Corporation) is one ; Assigned to: ; Business criticality: 4 - not critical; Class: Business Service; Comments: Details updated as per RITM004282655; Consumer type: ; Created by: hmcon148; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: pgarg688",211,67
