"u_ci_id","name","u_alias","short_description","support_group","managed_by_group","u_product_owners","parent","u_service_team","u_problem_owner_group","u_problem_manager_group","u_service_executive","owned_by","managed_by","change_control","assignment_group","u_product_owner_exe","manufacturer","assigned_to","sys_domain","comments","busines_criticality","sys_class_name","consumer_type","sys_created_by","u_revenue_impact","supported_by","sys_updated_by"
"BSN0003339","Guest Profile - DTT","","MDL_PRF_GUE_001 - Create Guest Profile","BTO-Deployment-Support","","","","Application Production Support","","","Tonya De Felice","Tonya De Felice","Tonya De Felice","BTO-Deployment-Support-APPRV","","","","","global","","Tier 5","Calculated Application Service","Internal","lnric753","None","Robert Campbell","admin"
"BSN0001937","Class - Prod","","Online classroom offering breakout rooms and mobile access.","mhubHR-ITMarriott-Support","","","","","","","Scott Wistner","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","","","global","","Tier 5","Business Service","Internal","ijess202","None","","admin"
"CI082225911","y::couchbase","","Service Map Status = New","","","","","","","ProblemManager_APS-PROB","","","","","","","","","global","","4 - not critical","Tag-Based Application Service","","ezhai301","None","","admin"
"CI062703817","CA Spectrum ","","Network monitoring tool ","Network-SRE-Ops","","","","","","","Matthew Barczak","Matthew Barczak","Nithyanadhan Ranganathan","Network-DevOps-SRE-Ops-APPRV","","","","","global","Executive updated per RITM002166383","2 - somewhat critical","Business Service","","hmcon148","None","","admin"
"SNSVC0004711","Reservations Real Time Repository - Prod - (AS)","","","ODS-Real-Time-Reservations-Support-AMER","","","","Application Production Support","","","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 1","Tag-Based Application Service","Internal","lnric753","None","INDIRA SIVARCHAKA","admin"
"BSN0001159","Linux OS - Private cloud","","(1) Request type = Add or Build - Use this service to request a Linux OS Server Build.
(2) Request type = Research - Use this service to request Racking Services research.
(3) Request type = Decommission - Use this service to request a server or appliance un-rack.  
(4) Request type = Validate - Use this service to request Linux OS Hardware/Network Cable Checks-Validation.
(5) Request Type = Configure - Use this service to configure clustered environments/File Systems. 
(6) Request Type = Monitor - Use this service to monitor server performance.

IJJ Private/Public/Enterprise","ICD-Private-Cloud-Infrastructure","","","","Infrastructure – IaaS","","","Adnan Haq","Matthew Barczak","Saket Goenka","ICD-Private-Cloud-Infrastructure-APPRV","","","","","global","Imported by rthomas","Tier 3","Business Service","Internal","ijess202","None","","admin"
"SNSVC0001953","graphql-properties-proxy","","Service Map Status = New","","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","","","","","","global","Updated details as per RITM004282638","Tier 1","Tag-Based Application Service","Internal","ezhai301","None","PADMA NEELAGARU","admin"
"CI000595781","Avaya CMS","","Avaya CMS is the platform that collects call data in the Contact Center environment.  It also the reporting source that CMS Supervisor clients connect to.","CEC-Network-Services-Support","","","","","","","Don Hall III","Ryan Loo","Christopher Whitfield","CEC-Network-Services-APPRV","","","","","global","","2 - somewhat critical","Business Service","","dcasillo","None","","admin"
"CI086507248","akana-apc-gateway","","Service Map Status = New","","","","","Application Production Support","","ProblemManager_APS-PROB","Devesh Arora","Gurdeep Batra","","","","","","","global","Updated details as per RITM004282638","Tier 1","Tag-Based Application Service","","ezhai301","None","PADMA NEELAGARU","admin"
"CI007621946","DNS Manager","","","Tools-Engineering-Automation-HGT-Support","","","","","","","Adnan Haq","Matthew Barczak","","ICD-Private-Cloud-Platform-APPRV","","","","","global","","2 - somewhat critical","Business Application","","ezhai301","None","","admin"
"CI000598101","EUC-Messaging-ActiveSync","","ActiveSync Support","Service Desk-ESP-L1","","","","","","","James Scholefield","Randall Hughes","Bruce Nguyen","C&WPSE-APPRV","","","","","global","","2 - somewhat critical","Business Service","","dcasillo","None","","admin"
"CI000595779","Avaya Call Recording","","Avaya Call Recorder is the platform that records contact center calls.","CEC-Network-Services-Support","","","","","","","Don Hall III","Ryan Loo","Craig Moore","CEC-Network-Services-APPRV","","","","","global","1","1 – most critical","Business Service","","dcasillo","None","","admin"
"CI007605148","Printer - HP","HP Printer","IT Delivery --> End User Devices and Operating System --> Printer - HP","Service Desk-ENG-L1","","","","GWS","","","James Scholefield","Darren McMahon","Eric Horansky","TWP-Mobile-APPRV","","","","","global","","2 - somewhat critical","Business Application","","jbhow340","None","","admin"
"CI000010936","Ooma Device","","","CEC-Lead-Desk-Support","","","","","","","James Scholefield","Don Hall III","","CEC-Product-Services-APPRV","","","","","global","","4 - not critical","Business Service","","rthomas@runbox.com","None","","admin"
"SNSVC0005200","One Yield - Model Services (PA)","","","One-Yield-Tredence-Support","","","","Application Production Support","One-Yield-PA-PROB","","Michele Meyers","LOKESH MERUPULA","Roger Bouharb","One-Yield-PA-APPRV","","","","","global","","Tier 2","Tag-Based Application Service","Internal","lnric753","Revenue Generating","INDIRA SIVARCHAKA","admin"
"CI073644618","Slack","","","Critical-Systems-Management-Support-AMER","","","","Service Management & Availability","","","James Scholefield","Brian Moran","Brian Moran","CriticalSystemsManagement-APPRV-AMER","","","","","global","","Tier 4","Business Application","","hmcon148","None","","admin"
"SNSVC0002887","Commerce Order Domain Services - (AS)","Commerce Order Domain Services","This is for Production environment. 
Commerce Order is an entity of data that can maintain a record of what a guest has purchased. Order can facilitate additional actions by integrating with many domains. Order tracks the lifecycle of an order and retains the history of past orders and it helps in enabling Above Property Payments, Continuous itinerary, Supporting Loyalty Features, Commercialization strategy for NRPs and Sleeping room products, Unified Guest and associate experience.
https://marriottonline.sharepoint.com/:x:/s/OrderTeamCollaboration/EYNc8nD1v8BCipdKdrQnC1QBcJ6l9bxalsJSrARIJhFfcA?e=pWCU7t

Service Map Status = New","Commerce-Order-Dev-Support","","","","Application Production Support","Commerce-Order-Support-PROB","ProblemManager_APS-PROB","Naresh Kanagala","Asim Mohammad","Tamilarasan Dharmalingam","COMMERCE-ORDER-APPRV","","","","Satnam Singh","global","","Tier 1","Tag-Based Application Service","Internal","ezhai301","Revenue Impacting (Non-Revenue Generating)","PADMA NEELAGARU","admin"
"BSN0002415","Flexera One","Flexera One Cloud","Flexera One is a SaaS-based IT management solution designed with and for organizations like yours with highly complex hybrid environments. With Flexera One, you gain unparalleled visibility into your hybrid IT estate for data-driven insights from on-premises to SaaS to the cloud. Get the actionable intelligence you need to optimize spend, reduce risk and drive results across your enterprise.","Configuration-Management-Support","","","","","","","James Scholefield","John Shepard","Eskinder Haile","Configuration-Management-APPRV","","","","","global","","Tier 3","Calculated Application Service","Internal","ijess202","None","","admin"
"CI000007752","eLearning Readiness Checker - ASP","mHub Learning Readiness Check","ASP that provides the myLearning readiness checker to ensure the PC's meets all the necessary minimum requirements to conduct training within myLearning
-----------------------------------------------------------------------------------------------------------------------
Primary Support is HR Service Center
Managed:
Inside the U.S. 1.888.884.6947
Outside the U.S. 1.847.883.2084 (toll call); translators available
 
Franchisees & Contractors: Inside the U.S. 1.866.370.7152
Outside the U.S. 1.281.882.5367 (toll call); translators available

------------------------------------------------------------------------------------------------","mhubHR-ITMarriott-Support","","","","Application Production Support","GT-HR-PROB","","Jayesh Amdekar","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","Husdawg, LLC","","global","Updated Service Team as per RITM004184358","2 - somewhat critical","Calculated Application Service","Internal","kabinaya","None","","admin"
"CI000007800","Marriott Global Source (MGS)","MGS","IT Delivery - End User Computing - Conferencing and Collaboration - Marriott Global Source (MGS)","Service Desk-ENG-L1","","","","GWS","","","James Scholefield","Karen Countee","Bruce Nguyen","GWS-WE Product-MGS-APPRV","","","Marriott","","global","","2 - somewhat critical","Business Application","","kabinaya","None","","admin"
"BSN0001519","eProspecting","","","eProspecting-Tool-Support-US-CAN","","","","","","","","Sarah Smaller-Swift","Nicole Bertrand","eProspecting-APPRV-US-CAN","","","","","global","","Tier 3","Business Service","Internal","ijess202","None","","admin"
"CI082018256","ServiceNow Knowledge","Knowledge","Marriott's ServiceNow Knowledge","ServiceNow-Knowledge-Support","","","","GWS","","","James Scholefield","James Scholefield","Jessie Taylor","servicenow-knowledge-APPRV","","","ServiceNow","","global","","2 - somewhat critical","Application Service","","ezhai301","None","","admin"
"CI000595767","Browsium Catalyst","","Browsium Catalyst Support.","Service Desk-ESP-L1","","","","","","","James Scholefield","Randall Hughes","Bruce Nguyen","GWS-Workplace & End User Applications-APPRV","","","","","global","","3 - less critical","Business Service","","rthomas@runbox.com","None","","admin"
"BSN0001767","MIAssocIOT-Digital Mail-Ricoh.SC Logic","Package Delivery to MI Associates for Marriott HQ","Associates will be able to receive a QR code from SC Logic to open a locker to retreive a package. They can also assign a PROXY to pick up the delivery. 
Package Delivery to MI Associates for Marriott HQ","Service Desk-ENG-L1","","","","","","","Sarah Searls","Jerry Gray","Bruce Nguyen","IOT-Vendors-Marriott-Associate-App-APPRV-US-CAN","","","RICOH","","global","","Tier 3","Business Service","Internal","ijess202","None","","admin"
"CI076490761","PowerApps","","IT Delivery - GWS - Conferencing and Collaboration - PowerApps
Part of Office 365, and can be accessed with one main url: 
https://login.microsoftonline.com","Service Desk-ENG-L1","","","","GWS","","","James Scholefield","Albert Simmons III","Bruce Nguyen","GWS-Conf&Collab-APPRV","","","Box","","global","","2 - somewhat critical","Business Application","","ijess202","None","","admin"
"BSN0002937","Dynatrace Grail","Dynatrace Grail Logging","Grail is an add-on database (data lake) to Dynatrace designed for capturing and storing all infrastructure and application logs/events accross Marriott enterprise, incl. MGP.","ICD-Observability-Support-US-CAN","ICD-Observability-Support-US-CAN","","","","","","Adnan Haq","Meher Siddiqui","Roger Matumula","ICD-Public-Cloud-Infrastructure-APPRV","","Richard Cronin","","Adil Alshab","global","CI updated as per: RITM003339946","Tier 3","Business Service","Internal","pgarg688","Revenue Generating","","admin"
"CI081927639","catapult::test","","Service Map Status = New","","","","","Corporate Systems","","ProblemManager_APS-PROB","Jayesh Amdekar","Divya Shahani","","","","","","","global","","Tier 4","Tag-Based Application Service","","ezhai301","None","","admin"
"CI081927642","catapult::development","","Service Map Status = New","","","","","Corporate Systems","","ProblemManager_APS-PROB","Jayesh Amdekar","Divya Shahani","","","","","","","global","","Tier 4","Tag-Based Application Service","","ezhai301","None","","admin"
"BSN0001933","Aperian - Prod","","Learning experience for diverse organizations.","mhubHR-ITMarriott-Support","","","","","","","Scott Wistner","Scott Wistner","Rebecca Stouter","mhubHR-ITMarriott-APPRV","","","","","global","","Tier 5","Business Service","Internal","ijess202","None","","admin"
"CI085201328","Oracle Business Intelligence Applications","OBIA","","mHubAOAnalytics-Support","","","","Application Production Support","mHubAOHR-PROB","ProblemManager_APS-PROB","Naveen Manga","Divya Shahani","","mHubAOHR-APPRV","","","","","global","Updated Service Team as per RITM004184358","Tier 5","Calculated Application Service","Internal","ijess202","None","","admin"
