"name","u_company","manager","u_group_category","description","vendors","u_location","u_location.company","sys_id"
"AID-Problem-Management-Ops-Infra","Accenture-ITO","Donna Marie Evasco","Assignment","Accenture ITO Problem Management
","","","","9daf77121b05a4903cb811b4bd4bcbff"
"AID-Service-Management-Ops","Accenture-ITO","Donna Marie Evasco","Assignment","Accenture ITO Service Management Team
","","","","b5f2e8d4db851b081048715a8c961976"
"AID-Service-Management-Ops-APPRV","Accenture-ITO","Donna Marie Evasco","Approval","Accenture ITO Service Management Approval Group
","","","","96f22cd4db851b081048715a8c961951"
"AKAMAI-WAF-Support-US-CAN","Deloitte","Santosh Ponnapalli","Assignment","This group provides support resources for Akamai WAF related incidents, configurations or troubleshooting.","","","","7acf9a0d47cde518b4e10652736d433d"
"Akana-APPRV","Marriott","Lalitha Veeravalli","Approval","Change approval group for Akana","","","","f436bbbe37737600273127d2b3990e07"
"AliCloud-Public-Infra-Dev-AP","Accenture","Anthony Watson","Assignment","Manage, facilitate and monitor resources on APAC region including but not limited to AliCloud environment.","","","","44332d3f9741615012a8b4efe153af85"
"AliCloud-Public-Infra-PROB","Marriott","Anthony Watson","Assignment","This Group is going to use by Alicloud foundation team for the problem/Incidents.","","","","dfd2603d47c0ca94cc1be567436d43ae"
"Amadeus-ACRS-Escalations-Support","Marriott","Lee Wharton","Assignment","Service Provider should = Amadeus
Support group for the integration of Marriott ServiceNow and Amadeus Salesforce to fulfill Amadeus ACRS support.","","","","254960e7c34ece585076729dc0013173"
"Ambiance-Venafi-Support-US-CAN","Marriott","Louis Cicirello","Assignment","Group responsible for Venafi certificate implementation for Ambiance","","","","ee03a3e647bbd2109df0cab2846d438d"
"America and Canada Dashboard","Marriott","Martha Ortiz","Security","Permission for America and Canada Dashboard","","","","7393c2c2dba39050ff10c6cd139619d4"
"Americas-BMD-Field-Marketing-Account-Managers-APPRV-AMER","Marriott","TAMMY LEFFLER","Approval","Group to provide field marketing account managers with access to be able to submit enrollments in PCOE programs.","","","","a83f434bdb9cc490221f51094b961987"
"Americas-BMD-Field-Marketing-Directors-APPRV-AMER","Marriott","TAMMY LEFFLER","Approval","ServiceNow group for PCOE program enrollments","","","","5e1cce6bdb6c0090221f51094b961974"
"Americas-Technical-Services-Support-AMER","Marriott","Richard Galloway","Assignment","NOT A GENERAL SUPPORT QUEUE. Support group coordinating field IT and corporate priorities for Marriott Managed, Field IT supported properties in US & Canada. ","","","","51b9bf1ddbad8050cf21a1ac0b961909"
"Americas-Technical-Services-Support-USCAN-PROB","Accenture","Thomas Weeden","Assignment","Problem Owner group for TSSC US and CAN","","","","992cc42b97629dd86f20dea00153af7c"
"Americas-Technical-Services-Vulnerability-Support-AMER","Marriott","Susan Ensminger","Assignment","This group will action vulnerability tickets assigned by NA security for vulnerabilities at properties in the Americas.","","","","aad92313db28e4103de495fd8a9619ab"
"AMMRZ-Support-EMEA","Marriott","Mutaz Saleh","Assignment","Property IT Support group","","","","64ca6e1e1bf349501261ed7dee4bcbd8"
"AP-Performance-Services-Approval-Grp-APPRV-AP","Marriott","Aratrika Samanta","Approval","Performance Services Approval Group","","","","667d3dba47d511d858878a12736d43b1"
"APAC-ERS-Go-Live-Operations-Support-AP","Marriott","Wing Sze Cheng","Assignment","APAC ERS Go Live Support for Operations","","","","0f654a52dbc10c10cd5782ba0b9619d6"
"APAC-ERS-Go-Live-Reservation-Support-AP","Marriott","Wing Sze Cheng","Assignment","APAC ERS Go Live Support for Reservations","","","","8245ca12dbc10c10cd5782ba0b9619db"
"APAC-ERS-Go-Live-Revenue-Support-AP","Marriott","Wing Sze Cheng","Assignment","APAC Go Live Support for Revenue Management Team","","","","61e9744edb41401859ad13694b9619a7"
"APAC-ERS-Go-Live-Support-AP","Marriott","Wing Sze Cheng","Assignment","To support ERS (Enhanced Reservations Solution) roll out for Asia Pacific Hotels during go-live period of T- 1 to T+6","","","","40eb747cdb45c81458df12484b961917"
"APAC-GXP-Support-L1","Marriott","Sze Ming Noriko Tsang","Assignment","BAU GXP Support for Asia Pacific Hotels","","","","f5bcb9a6db590c101048715a8c9619a7"
"APAC-GXP-Support-L2","Marriott","Siew Cheong Tok","Assignment","BAU GXP Support for Asia Pacific Hotels","","","","b5bcb9a6db590c101048715a8c9619a9"
"APAC-Infrasys1-Support-AP","Marriott","Egbert Veldman","Assignment","Infrasys POS Certificate","","","","b2f2349a1bb68950e304c918624bcbe7"
"APAC-Mobility-Support-L1","Marriott","Sze Ming Noriko Tsang","Assignment","BAU Mobility Support for Asia Pacific Ho","","","","3dbcb9a6db590c101048715a8c9619b7"
"APAC-Mobility-Support-L2","Marriott","Siew Cheong Tok","Assignment","BAU Mobility Support for Asia Pacific Ho","","","","f9bcb9a6db590c101048715a8c9619b9"
"APAC-Ops-Loyalty-Support-L1","Marriott","","Assignment","BAU Loyalty  Operations Support for Asia","","","","35bcb9a6db590c101048715a8c9619a2"
"APAC-Ops-Loyalty-Support-L2","Marriott","","Assignment","BAU Loyalty  Operations Support for Asia","","","","4c014226db990c101048715a8c961954"
"APAC-PKI-APPRV-AP","Marriott","Boon Seng Khor","Approval","For PKI Certificate Approval","","","","81e15dbbc3e66514a50477c4e401316c"
"APAC-Project-Support-Team","Marriott","Boon Seng Khor","Assignment","This is the group to keep track follow up project or action required needed by property IT field.","","","","d60677301b010910cbc4b9541a4bcb26"
"APAC-Revenue-Management-Support-L1","Marriott","","Assignment","BAU Revenue Management Support for Asia ","","","","f1bcb9a6db590c101048715a8c9619bc"
"APAC-Revenue-Management-Support-L2","Marriott","Tracy Cheuk-Sy Wong Matic","Assignment","BAU Revenue Management Support for Asia ","","","","4c014226db990c101048715a8c961976"
"APAC-Revenue-Management-Support-L3","Marriott","","Assignment","BAU Revenue Management Support for Asia ","","","","44014226db990c101048715a8c961979"
"APAS-APPRV","Accenture","Srinivasa Raghupatruni","Approval","This group will be used by APAS to approve any change request","","","","80ba7101db937810fee9676ed3961915"
"APAS-Engineering-notification","Mindtree","Srinivasa Raghupatruni","Notification","Above Property Accounting System Engineering","","","","023728a6dbb2f41007e373e1ba961951"
"APAS-PROB","Accenture","Srinivasa Raghupatruni","Assignment","This group will be used by APAS team to manage problem records","","","","f8aaf5cddb537810fee9676ed396197e"
"APAS-Support","Accenture","Srinivasa Raghupatruni","Assignment","This group will be used for supporting APAS application","","","","0cca7501db937810fee9676ed3961901"
"APEC-DTT-CC-CUTOVER-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Launch-Cutover Triage for APEC","","","","24cb01bf33e916108a4e8d055d5c7b5e"
"APEC-DTT-CC-PRECUTOVER-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Launch-Precutover Triage for APEC","","","","0a39c5fb83a11610461052e6feaad3fe"
"APEC-DTT-PREPARE-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Prepare Triage for APEC","","","","75d6a8afc3251e1054e33fca0501315c"
"APEC-DTT-READY-TRIAGE","Accenture","Ben Misener","Assignment","This group is to be used for the DTT Deployment:  DTT Ready Triage for APEC","","","","6ef650a7c3611e1054e33fca050131b6"
"APEC-GlobalGoalTool-Support-L1","Marriott","Aratrika Samanta","Assignment","This group will be used to answer queries related to Global Goal Tool for managed hotels in APAC.","","","","b2169dca1b3701501261ed7dee4bcbbc"
"APEC-IMPACT-Support-AP","Marriott","Michelle Hui Min Ng","Assignment","IMPACT is a new performance management platform for revenue management associates in APEC. This group will support the daily queries of the platform.","","","","addd0213c37586905076729dc0013101"
"APEC-IncentivePlans-Support-L1","Marriott","Aratrika Samanta","Assignment","This group will be used to answer queries related to Incentive Plans for sales & revenue management associate from managed hotels in APAC.","","","","a78ff14e1bbf41501261ed7dee4bcb25"
"APEC-Internet-Support-AP","Marriott","Boon Seng Khor","Assignment","This is APEC internet localization support group","","","","41efdd1787809ad0739e0d47dabb35e7"
"APEC-MILEADS-Support-L1","Marriott","Aratrika Samanta","Assignment","This group will be used to answer queries related to MI LEADS for managed hotels in APEC.","","","","d4c6d9021b7701501261ed7dee4bcbfa"
"APEC-PEAK-L2-Support-AP","Marriott","Sam Andreas Nathan Grimberg","Assignment","PEAK is a Power BI Reporting that is managed by APEC. This group is created to manage and fullfill the above property access request.","","","","51b5d154c38d925c5f2e9dec7a01310c"
"APEC-PEAK-L3-Support-AP","Marriott","Sam Andreas Nathan Grimberg","Assignment","This group is use to communicate incident tickets to our PEAK platform developers on the issues that would require them to resolve.","","","","aee0bce893d61650905eb5656aba10e9"
"APEC-PKI-SSO-APPRV-AP","Marriott","Boon Seng Khor","Approval","APEC PKI SSO certificate Approval Group","","","","726216341b87c9505d2a1fc11a4bcbb2"
"APEC-PKI-SSO-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC PKI SSO certificate","","","","420d293c1b4789505d2a1fc11a4bcbf3"
"APEC-PKICERT-Support-AP","Marriott","Boon Seng Khor","Assignment","Group for Property PKI Certificate","","","","0f6144891b6f8d1449cda979b04bcb61"
"APEC-PKICERT-Support-Dev-AP","Marriott","Boon Seng Khor","Assignment","PKI Certificate","","","","0eb7200d1b5fc51074bedb56dc4bcbc3"
"APEC-Recognition-Support-L1","Marriott","Aratrika Samanta","Assignment","This group will be used to answer queries related to Brilliant, Golden Circle & Top Performer for sales & RM associates in managed hotels in APAC.","","","","faae7d821bbf41501261ed7dee4bcb37"
"APEC-region-Loyalty-Operations-Support-AP","Marriott","Karen Joy Sigua Santos","Assignment","BAU Loyalty Operations Support for Asia Pacific excluding Greater China region","","","","931aa9db97d23d1825ae37300153af15"
"APEC-Reservations-Management-Support","Marriott","Suraj Raghavan Kana Kizhakke Veed","Assignment","BAU Reservations Management Support for APEC","","","","86bcb9a6db590c101048715a8c9619c0"
"APEC-Revenue-Management-Support","Marriott","Michelle Hui Min Ng","Assignment","Business As Usual Revenue Management Support for APEC","","","","d852cfb987b51118417f8774dabb35ce"
"API-Build-APPRV","Marriott","","Assignment","Enterprise APIs Build Approvers","","","","3f8d9332db948340d82838f0ad9619e7"
"API-MicroServices-Build","Marriott","","Assignment","API Micro Services Support","","","","c3f4027fdb1adf84b355dda5ca9619a0"
"App Engine Admins","","","","Users who can review and approve tasks related to custom application development","","","","477a05d153013010b846ddeeff7b1225"
"App Inventory IT Managers","Marriott","Charles Hill","Security","Parent Group for all App Inventory IT Manager groups","","Hotel Marques de Riscal, a Luxury Collection Hotel, Elciego","","210faa1ddb9db300b478502bdc96198c"
"Application Support Chat Admin","Marriott","Helen Devos","Security","Application Support Chat Admin","","","","3435ff16dbe9db001048715a8c96195e"
"Application-Business-Process-Help-Desk-APPRV","Marriott","Yazir Soriano","Approval","We are creating a tier 1/triage group within the Application Business Process Support area.  This new group will be used as initial contact for our end users, with the existing teams acting as SME/tier 2 type of approval","","","","da0f03afdbe6db40b355dda5ca9619dd"
"Application-Business-Process-Help-Desk-Support","Marriott","Ruvimbo Heri","Assignment","Level 1 support for the following Business Applications:
1. Reservation & Revenue -  MARSHA, Empower ResApp, HPP, One Yield
2. Sales & Catering - CI/TY, SFAWeb, One Source
3. Digital Guest Experience & GXP -  Mobile Keys, Mobile App, Mobile Dining, Salesforce GXP","","","","0fdf0f57db51db802d42a026ca961919"
"Application-Change-Management-APPRV-AMER","Marriott","Donald Verde","Approval","Approval group for the Application Change Managers
IT Change and Release Management <itchangeandreleasemanagement@marriott.com>","","","","54acc8abdbeefb00e753dc5b4b9619fe"
"Application-Change-Management-Support-AMER","Marriott","Donald Verde","Assignment","Assignment group in support of the new Application Change Management team","","","","a33e8bf8dbe73304221f51094b961948"
"Application-Configuration-Management-APPRV","Marriott","Heather Shappee","Approval","to provide application configuration management support for the maintenance of configuration items","","","","b3d3748ddb0400d058df12484b961981"
"Application-Configuration-Management-Support","Marriott","Heather Shappee","Assignment","to provide support to associate configuration items along with respective applications.","","","","67ba2e28dbc7bf40cf21a1ac0b9619b2"
"Application-inventory-bulk-upload-Support","Marriott","Thomas Whitmarsh","Assignment","Security group to maintain access to the Application Inventory Bulk Upload tool","","","","4359c38447dab19498b14c38436d4344"
"Application-PMS-FreedomPay-Service-Desk-Cognizant-Support","Cognizant","Irwin Lester Belen","Security","Cognizant will provide BAU support for FreedomPay and the PMS Applications FOSSE, FSPMS and LSPMS.

Starting 12/27/2022: Please use PMS-Application-Marriott-Support or FreedomPay-Application-Marriott-Support
10/20/2023: Group Category, Assignment -> Security","","","","05f4bf78db57a4d4e0bf7324399619c8"
"Application-Release-Management-APPRV","Marriott","Donald Verde","Approval","Approve of Application Release Management SNOW work done by IBM","","","","1dd2cc22db3b330059ad13694b9619fb"
"Application-Release-Management-Support","IBM","Donald Verde","Assignment","Assignment group for Application Release Tickets","","","","60c9482fdb8bff00c21d850d0b96191a"
"Application-Security-APPRV-AMER","Marriott","Andre Chin","Approval","This group is bring created to handle Application Security product approval requests.","","","","f26c51ee1b47d41007e94009dc4bcb03"
"Application-Security-Infrascan-Support-US-CAN","Deloitte","David Burress","Assignment","This group conducts infrastructure scans to detect vulnerabilities that require remediation prior to production release. The scope of their work encompasses conventional servers, network infrastructure, container infrastructure, and all non-application based assets residing on the Marriott network.","","","","4c18a64387e506dc417f8774dabb35e9"
"Application-Security-PROB","Marriott","Andre Chin","Assignment","The purpose of this group is to address issues associated with Application Security Products","","","","eb5cd9ae1b47d41007e94009dc4bcb2e"
"Application-Security-Support-AMER","Marriott","Sushmanth Koneti","Assignment","This group is responsible for providing administrative support for security accreditations, security control activities, and tasks related to change and release management.","","HQ Bethesda","","02fc2524dbedc854cf21a1ac0b9619d7"
"Application-Security-Support-SupplyChainSoftwareIntegrity-Support-US-CAN","Marriott","Andre Chin","Assignment","Application Security - Supply Chain and Software Integrity team group for Aqua image/container and software composition analysis tasks/requests","","","","48cbb5d6c36a16942f0a7dfdd401311c"
"Application-Support-L1-Help-Desk-Chat-Support","Marriott","Ruvimbo Heri","Assignment","This group supports Agent Chat level 1 help desk. Supported applications include OneYield, MARSHA, Mobile Key, and Mobile Dining, amongst others.","","","","bb4903a0972e86d4f461b71de053af8e"
"Approval :MI Client Integration","Accenture","David Perroots","Approval","Approval :MI Client Integration Company Code: AHSAOCLINT","","","","c52c50d0c38866d01936f72f050131d8"
"Approval:  Accenture EID Reg CFS Service Management","Accenture","David Perroots","Approval","Approval:  Accenture EID Reg CFS Service Management Company Code: ACT-CFSSVM","","","","31fb1cdcc34866d01936f72f0501316b"
"Approval:  Accenture MGP Reservations Domain Services","Accenture","David Perroots","Approval","Approval:  Accenture MGP Reservations Domain Services Company Code: ACCMGPDS","","","","bc2c50d0c38866d01936f72f05013113"
"Approval:  Accenture MGP Reservations FAR","Accenture","David Perroots","Approval","Approval:  Accenture MGP Reservations FAR Company Code: ACCMGPFAR","","","","f02c10d0c38866d01936f72f050131c0"
